Path,Times,Lcdate,Arrival Date,LC3,TOF,DSMdv,ArrivalVinf_Vector,Avinf,Adec
367 , 2025-04-06 2028-08-17 2032-12-25,4/6/2025,12/25/32,223.783,7.71937029,0.93499998,[-1.6601841449737549 13.383893966674805 0.43552637100219727],13.493,-68.3890115
367 , 2025-04-06 2028-08-17 2032-12-25,4/6/2025,12/25/32,223.783,7.71937029,0.93499998,[-1.6601841449737549 13.383893966674805 0.43552637100219727],13.493,-68.3890115
367 , 2025-04-06 2028-08-21 2033-01-04,4/6/2025,1/4/33,223.052,7.7467488,0.93499998,[-1.655523419380188 13.313080787658691 0.43409812450408936],13.423,-68.371745
367 , 2025-04-06 2028-08-21 2033-01-04,4/6/2025,1/4/33,223.052,7.7467488,0.93499998,[-1.655523419380188 13.313080787658691 0.43409812450408936],13.423,-68.371745
367 , 2025-04-06 2028-09-06 2033-02-08,4/6/2025,2/8/33,220.242,7.84257358,0.93499998,[-1.639940619468689 13.080150604248047 0.4293905198574066],13.19,-68.3146225
367 , 2025-04-06 2028-09-06 2033-02-08,4/6/2025,2/8/33,220.242,7.84257358,0.93499998,[-1.639940619468689 13.080150604248047 0.4293905198574066],13.19,-68.3146225
367 , 2025-04-06 2028-09-06 2033-02-28,4/6/2025,2/28/33,220.242,7.8973306,0.93499998,[-1.6271474361419678 12.901786804199219 0.42481815814971924],13.011,-68.2747479
367 , 2025-04-06 2028-09-06 2033-02-28,4/6/2025,2/28/33,220.242,7.8973306,0.93499998,[-1.6271474361419678 12.901786804199219 0.42481815814971924],13.011,-68.2747479
367 , 2025-04-06 2028-09-10 2033-02-18,4/6/2025,2/18/33,219.568,7.86995209,0.93499998,[-1.6353877782821655 13.011689186096191 0.42811867594718933],13.121,-68.2971231
367 , 2025-04-06 2028-09-10 2033-02-18,4/6/2025,2/18/33,219.568,7.86995209,0.93499998,[-1.6353877782821655 13.011689186096191 0.42811867594718933],13.121,-68.2971231
367 , 2025-04-06 2028-09-22 2033-03-20,4/6/2025,3/20/33,224.493,7.95208761,0.785,[-1.6204715967178345 12.808978080749512 0.4236689507961273],12.918,-68.2512093
367 , 2025-04-06 2028-09-22 2033-03-20,4/6/2025,3/20/33,224.493,7.95208761,0.785,[-1.6204715967178345 12.808978080749512 0.4236689507961273],12.918,-68.2512093
367 , 2025-04-06 2028-09-26 2033-03-30,4/6/2025,3/30/33,223.895,7.97946612,0.785,[-1.6158703565597534 12.74244499206543 0.42193296551704407],12.851,-68.2352041
367 , 2025-04-06 2028-09-26 2033-03-30,4/6/2025,3/30/33,223.895,7.97946612,0.785,[-1.6158703565597534 12.74244499206543 0.42193296551704407],12.851,-68.2352041
367 , 2025-04-06 2028-10-04 2033-04-29,4/6/2025,4/29/33,222.732,8.06160164,0.785,[-1.5998344421386719 12.525973320007324 0.4171646535396576],12.635,-68.1844648
367 , 2025-04-06 2028-10-04 2033-04-29,4/6/2025,4/29/33,222.732,8.06160164,0.785,[-1.5998344421386719 12.525973320007324 0.4171646535396576],12.635,-68.1844648
367 , 2025-04-06 2028-10-08 2033-04-24,4/6/2025,4/24/33,222.168,8.04791239,0.785,[-1.6040452718734741 12.588132858276367 0.4186844825744629],12.697,-68.2004868
367 , 2025-04-06 2028-10-08 2033-04-24,4/6/2025,4/24/33,222.168,8.04791239,0.785,[-1.6040452718734741 12.588132858276367 0.4186844825744629],12.697,-68.2004868
367 , 2025-04-06 2028-10-20 2033-05-24,4/6/2025,5/24/33,220.544,8.13004791,0.785,[-1.5890319347381592 12.39476490020752 0.41463443636894226],12.503,-68.1565186
367 , 2025-04-06 2028-10-20 2033-05-24,4/6/2025,5/24/33,220.544,8.13004791,0.785,[-1.5890319347381592 12.39476490020752 0.41463443636894226],12.503,-68.1565186
367 , 2025-04-06 2028-10-24 2033-06-03,4/6/2025,6/3/33,220.025,8.15742642,0.785,[-1.5836915969848633 12.331169128417969 0.4131668508052826],12.439,-68.1436799
367 , 2025-04-06 2028-10-24 2033-06-03,4/6/2025,6/3/33,220.025,8.15742642,0.785,[-1.5836915969848633 12.331169128417969 0.4131668508052826],12.439,-68.1436799
367 , 2025-04-06 2028-11-05 2033-07-03,4/6/2025,7/3/33,218.537,8.23956194,0.785,[-1.567731261253357 12.14322566986084 0.4087936580181122],12.251,-68.1057681
367 , 2025-04-06 2028-11-05 2033-07-03,4/6/2025,7/3/33,218.537,8.23956194,0.785,[-1.567731261253357 12.14322566986084 0.4087936580181122],12.251,-68.1057681
367 , 2025-04-06 2028-11-17 2033-07-23,4/6/2025,7/23/33,224.713,8.29431896,0.63500002,[-1.5577044486999512 12.038641929626465 0.4066193997859955],12.146,-68.0884112
367 , 2025-04-06 2028-11-17 2033-07-23,4/6/2025,7/23/33,224.713,8.29431896,0.63500002,[-1.5577044486999512 12.038641929626465 0.4066193997859955],12.146,-68.0884112
367 , 2025-04-06 2028-11-21 2033-08-07,4/6/2025,8/7/33,224.282,8.33538672,0.63500002,[-1.549147129058838 11.93825912475586 0.4042064845561981],12.045,-68.0676531
367 , 2025-04-06 2028-11-21 2033-08-07,4/6/2025,8/7/33,224.282,8.33538672,0.63500002,[-1.549147129058838 11.93825912475586 0.4042064845561981],12.045,-68.0676531
367 , 2025-04-30 2027-11-03 2031-03-11,4/30/2025,3/11/31,222.644,5.86036961,0.18500001,[-1.8114248514175415 19.27103614807129 0.5494054555892944],19.364,-70.0026781
367 , 2025-04-30 2027-11-03 2031-03-11,4/30/2025,3/11/31,222.644,5.86036961,0.18500001,[-1.8114248514175415 19.27103614807129 0.5494054555892944],19.364,-70.0026781
367 , 2025-04-30 2027-11-19 2031-04-15,4/30/2025,4/15/31,219.356,5.95619439,0.18500001,[-1.8131134510040283 18.875213623046875 0.5423718094825745],18.97,-69.8935614
367 , 2025-04-30 2027-11-19 2031-04-15,4/30/2025,4/15/31,219.356,5.95619439,0.18500001,[-1.8131134510040283 18.875213623046875 0.5423718094825745],18.97,-69.8935614
367 , 2025-04-30 2027-12-05 2031-05-20,4/30/2025,5/20/31,216.564,6.05201916,0.18500001,[-1.813201665878296 18.4910831451416 0.535358726978302],18.587,-69.7876218
367 , 2025-04-30 2027-12-05 2031-05-20,4/30/2025,5/20/31,216.564,6.05201916,0.18500001,[-1.813201665878296 18.4910831451416 0.535358726978302],18.587,-69.7876218
367 , 2025-04-30 2027-12-21 2031-06-24,4/30/2025,6/24/31,214.271,6.14784394,0.18500001,[-1.8125253915786743 18.118419647216797 0.5288541316986084],18.217,-69.6821777
367 , 2025-04-30 2027-12-21 2031-06-24,4/30/2025,6/24/31,214.271,6.14784394,0.18500001,[-1.8125253915786743 18.118419647216797 0.5288541316986084],18.217,-69.6821777
367 , 2025-04-30 2028-01-02 2031-07-19,4/30/2025,7/19/31,224.177,6.21629021,0.035,[-1.8120455741882324 17.864410400390625 0.5243905782699585],17.964,-69.6078614
367 , 2025-04-30 2028-01-02 2031-07-19,4/30/2025,7/19/31,224.177,6.21629021,0.035,[-1.8120455741882324 17.864410400390625 0.5243905782699585],17.964,-69.6078614
367 , 2025-04-30 2028-01-06 2031-07-29,4/30/2025,7/29/31,212.483,6.24366872,0.18500001,[-1.8102127313613892 17.75643539428711 0.5219506025314331],17.856,-69.581028
367 , 2025-04-30 2028-01-06 2031-07-29,4/30/2025,7/29/31,212.483,6.24366872,0.18500001,[-1.8102127313613892 17.75643539428711 0.5219506025314331],17.856,-69.581028
367 , 2025-04-30 2028-01-06 2031-08-08,4/30/2025,8/8/31,223.99,6.27104723,0.035,[-1.8023545742034912 17.611562728881836 0.5183766484260559],17.711,-69.5603254
367 , 2025-04-30 2028-01-06 2031-08-08,4/30/2025,8/8/31,212.483,6.27104723,0.18500001,[-1.8023545742034912 17.611562728881836 0.5183766484260559],17.711,-69.5603254
367 , 2025-04-30 2028-01-06 2031-08-08,4/30/2025,8/8/31,223.99,6.27104723,0.035,[-1.8023545742034912 17.611562728881836 0.5183766484260559],17.711,-69.5603254
367 , 2025-04-30 2028-01-06 2031-08-08,4/30/2025,8/8/31,212.483,6.27104723,0.18500001,[-1.8023545742034912 17.611562728881836 0.5183766484260559],17.711,-69.5603254
367 , 2025-04-30 2028-01-18 2031-08-23,4/30/2025,8/23/31,211.484,6.31211499,0.18500001,[-1.808655023574829 17.509719848632812 0.5176522135734558],17.61,-69.509005
367 , 2025-04-30 2028-01-18 2031-08-23,4/30/2025,8/23/31,211.484,6.31211499,0.18500001,[-1.808655023574829 17.509719848632812 0.5176522135734558],17.61,-69.509005
367 , 2025-04-30 2028-02-03 2031-09-27,4/30/2025,9/27/31,210.628,6.40793977,0.18500001,[-1.8046056032180786 17.165451049804688 0.5114356279373169],17.268,-69.4108377
367 , 2025-04-30 2028-02-03 2031-09-27,4/30/2025,9/27/31,210.628,6.40793977,0.18500001,[-1.8046056032180786 17.165451049804688 0.5114356279373169],17.268,-69.4108377
367 , 2025-04-30 2028-02-03 2031-10-07,4/30/2025,10/7/31,223.869,6.43531828,0.035,[-1.7967422008514404 17.02816390991211 0.5076796412467957],17.13,-69.3909606
367 , 2025-04-30 2028-02-03 2031-10-07,4/30/2025,10/7/31,210.628,6.43531828,0.18500001,[-1.7967422008514404 17.02816390991211 0.5076796412467957],17.13,-69.3909606
367 , 2025-04-30 2028-02-03 2031-10-07,4/30/2025,10/7/31,223.869,6.43531828,0.035,[-1.7967422008514404 17.02816390991211 0.5076796412467957],17.13,-69.3909606
367 , 2025-04-30 2028-02-03 2031-10-07,4/30/2025,10/7/31,210.628,6.43531828,0.18500001,[-1.7967422008514404 17.02816390991211 0.5076796412467957],17.13,-69.3909606
367 , 2025-04-30 2028-02-07 2031-10-07,4/30/2025,10/7/31,224.03,6.43531828,0.035,[-1.8023951053619385 17.063749313354492 0.5091508626937866],17.166,-69.3847472
367 , 2025-04-30 2028-02-07 2031-10-07,4/30/2025,10/7/31,210.502,6.43531828,0.18500001,[-1.8023951053619385 17.063749313354492 0.5091508626937866],17.166,-69.3847472
367 , 2025-04-30 2028-02-07 2031-10-07,4/30/2025,10/7/31,224.03,6.43531828,0.035,[-1.8023951053619385 17.063749313354492 0.5091508626937866],17.166,-69.3847472
367 , 2025-04-30 2028-02-07 2031-10-07,4/30/2025,10/7/31,210.502,6.43531828,0.18500001,[-1.8023951053619385 17.063749313354492 0.5091508626937866],17.166,-69.3847472
367 , 2025-04-30 2028-02-19 2031-11-01,4/30/2025,11/1/31,210.528,6.50376454,0.18500001,[-1.7991653680801392 16.830827713012695 0.5048781633377075],16.934,-69.3168359
367 , 2025-04-30 2028-02-19 2031-11-01,4/30/2025,11/1/31,210.528,6.50376454,0.18500001,[-1.7991653680801392 16.830827713012695 0.5048781633377075],16.934,-69.3168359
367 , 2025-04-30 2028-03-06 2031-12-06,4/30/2025,12/6/31,210.697,6.59958932,0.18500001,[-1.7928580045700073 16.505657196044922 0.49885156750679016],16.61,-69.2243745
367 , 2025-04-30 2028-03-06 2031-12-06,4/30/2025,12/6/31,210.697,6.59958932,0.18500001,[-1.7928580045700073 16.505657196044922 0.49885156750679016],16.61,-69.2243745
367 , 2025-04-30 2028-04-15 2032-02-29,4/30/2025,2/29/32,214.819,6.83230664,0.18500001,[-1.7749933004379272 15.761087417602539 0.4849487841129303],15.868,-69.0093073
367 , 2025-04-30 2028-04-15 2032-02-29,4/30/2025,2/29/32,214.819,6.83230664,0.18500001,[-1.7749933004379272 15.761087417602539 0.4849487841129303],15.868,-69.0093073
367 , 2025-04-30 2028-05-13 2032-04-29,4/30/2025,4/29/32,221.271,6.99657769,0.18500001,[-1.7588987350463867 15.262199401855469 0.47557002305984497],15.371,-68.8671234
367 , 2025-04-30 2028-05-13 2032-04-29,4/30/2025,4/29/32,221.271,6.99657769,0.18500001,[-1.7588987350463867 15.262199401855469 0.47557002305984497],15.371,-68.8671234
367 , 2025-05-03 2027-10-18 2031-02-04,5/3/2025,2/4/31,217.018,5.75633128,0.035,[-1.8087221384048462 19.679325103759766 0.5565861463546753],19.77,-70.1131253
367 , 2025-05-03 2027-10-18 2031-02-04,5/3/2025,2/4/31,210.157,5.75633128,0.18500001,[-1.8087221384048462 19.679325103759766 0.5565861463546753],19.77,-70.1131253
367 , 2025-05-03 2027-10-18 2031-02-04,5/3/2025,2/4/31,217.018,5.75633128,0.035,[-1.8087221384048462 19.679325103759766 0.5565861463546753],19.77,-70.1131253
367 , 2025-05-03 2027-10-18 2031-02-04,5/3/2025,2/4/31,210.157,5.75633128,0.18500001,[-1.8087221384048462 19.679325103759766 0.5565861463546753],19.77,-70.1131253
367 , 2025-05-03 2027-10-30 2031-03-01,5/3/2025,3/1/31,214.079,5.82477755,0.035,[-1.811863899230957 19.392948150634766 0.5517985224723816],19.485,-70.0325919
367 , 2025-05-03 2027-10-30 2031-03-01,5/3/2025,3/1/31,207.07,5.82477755,0.18500001,[-1.811863899230957 19.392948150634766 0.5517985224723816],19.485,-70.0325919
367 , 2025-05-03 2027-10-30 2031-03-01,5/3/2025,3/1/31,214.079,5.82477755,0.035,[-1.811863899230957 19.392948150634766 0.5517985224723816],19.485,-70.0325919
367 , 2025-05-03 2027-10-30 2031-03-01,5/3/2025,3/1/31,207.07,5.82477755,0.18500001,[-1.811863899230957 19.392948150634766 0.5517985224723816],19.485,-70.0325919
367 , 2025-05-03 2027-11-15 2031-04-05,5/3/2025,4/5/31,210.569,5.92060233,0.035,[-1.8138445615768433 18.99339485168457 0.5447570085525513],19.088,-69.922966
367 , 2025-05-03 2027-11-15 2031-04-05,5/3/2025,4/5/31,203.324,5.92060233,0.18500001,[-1.8138445615768433 18.99339485168457 0.5447570085525513],19.088,-69.922966
367 , 2025-05-03 2027-11-15 2031-04-05,5/3/2025,4/5/31,210.569,5.92060233,0.035,[-1.8138445615768433 18.99339485168457 0.5447570085525513],19.088,-69.922966
367 , 2025-05-03 2027-11-15 2031-04-05,5/3/2025,4/5/31,203.324,5.92060233,0.18500001,[-1.8138445615768433 18.99339485168457 0.5447570085525513],19.088,-69.922966
367 , 2025-05-03 2027-11-27 2031-04-30,5/3/2025,4/30/31,208.235,5.9890486,0.035,[-1.8156274557113647 18.721487045288086 0.5400487780570984],18.817,-69.8443752
367 , 2025-05-03 2027-11-27 2031-04-30,5/3/2025,4/30/31,208.235,5.9890486,0.035,[-1.8156274557113647 18.721487045288086 0.5400487780570984],18.817,-69.8443752
367 , 2025-05-03 2027-12-01 2031-05-10,5/3/2025,5/10/31,207.513,6.0164271,0.035,[-1.8144245147705078 18.605743408203125 0.5377392768859863],18.702,-69.8159337
367 , 2025-05-03 2027-12-01 2031-05-10,5/3/2025,5/10/31,207.513,6.0164271,0.035,[-1.8144245147705078 18.605743408203125 0.5377392768859863],18.702,-69.8159337
367 , 2025-05-03 2027-12-13 2031-06-04,5/3/2025,6/4/31,205.512,6.08487337,0.035,[-1.8150628805160522 18.341787338256836 0.5332051515579224],18.439,-69.7394196
367 , 2025-05-03 2027-12-13 2031-06-04,5/3/2025,6/4/31,205.512,6.08487337,0.035,[-1.8150628805160522 18.341787338256836 0.5332051515579224],18.439,-69.7394196
367 , 2025-05-03 2028-01-14 2031-08-13,5/3/2025,8/13/31,201.374,6.27652293,0.035,[-1.8108574151992798 17.615493774414062 0.5199363827705383],17.716,-69.5351026
367 , 2025-05-03 2028-01-14 2031-08-13,5/3/2025,8/13/31,201.374,6.27652293,0.035,[-1.8108574151992798 17.615493774414062 0.5199363827705383],17.716,-69.5351026
367 , 2025-05-03 2028-01-30 2031-09-17,5/3/2025,9/17/31,199.961,6.37234771,0.035,[-1.8065866231918335 17.267993927001953 0.5134339332580566],17.37,-69.4380147
367 , 2025-05-03 2028-01-30 2031-09-17,5/3/2025,9/17/31,199.961,6.37234771,0.035,[-1.8065866231918335 17.267993927001953 0.5134339332580566],17.37,-69.4380147
367 , 2025-05-03 2028-02-15 2031-10-22,5/3/2025,10/22/31,198.994,6.46817248,0.035,[-1.8017936944961548 16.930553436279297 0.5071747303009033],17.034,-69.3417268
367 , 2025-05-03 2028-02-15 2031-10-22,5/3/2025,10/22/31,198.994,6.46817248,0.035,[-1.8017936944961548 16.930553436279297 0.5071747303009033],17.034,-69.3417268
367 , 2025-05-03 2028-03-02 2031-11-26,5/3/2025,11/26/31,198.491,6.56399726,0.035,[-1.7954232692718506 16.602449417114258 0.5007742643356323],16.707,-69.2499946
367 , 2025-05-03 2028-03-02 2031-11-26,5/3/2025,11/26/31,198.491,6.56399726,0.035,[-1.7954232692718506 16.602449417114258 0.5007742643356323],16.707,-69.2499946
367 , 2025-05-03 2028-03-06 2031-12-06,5/3/2025,12/6/31,198.44,6.59137577,0.035,[-1.7928580045700073 16.505657196044922 0.49885156750679016],16.61,-69.2243745
367 , 2025-05-03 2028-03-06 2031-12-06,5/3/2025,12/6/31,198.44,6.59137577,0.035,[-1.7928580045700073 16.505657196044922 0.49885156750679016],16.61,-69.2243745
367 , 2025-05-03 2028-03-18 2031-12-31,5/3/2025,12/31/31,198.475,6.65982204,0.035,[-1.7886093854904175 16.2835693359375 0.49492788314819336],16.389,-69.158602
367 , 2025-05-03 2028-03-18 2031-12-31,5/3/2025,12/31/31,198.475,6.65982204,0.035,[-1.7886093854904175 16.2835693359375 0.49492788314819336],16.389,-69.158602
367 , 2025-05-03 2028-03-22 2032-01-10,5/3/2025,1/10/32,187.088,6.68720055,0.18500001,[-1.7857599258422852 16.189407348632812 0.49286147952079773],16.295,-69.1340683
367 , 2025-05-03 2028-03-22 2032-01-10,5/3/2025,1/10/32,187.088,6.68720055,0.18500001,[-1.7857599258422852 16.189407348632812 0.49286147952079773],16.295,-69.1340683
367 , 2025-05-03 2028-04-07 2032-02-14,5/3/2025,2/14/32,186.781,6.78302533,0.18500001,[-1.7775189876556396 15.88162899017334 0.4868181645870209],15.988,-69.0472806
367 , 2025-05-03 2028-04-07 2032-02-14,5/3/2025,2/14/32,186.781,6.78302533,0.18500001,[-1.7775189876556396 15.88162899017334 0.4868181645870209],15.988,-69.0472806
367 , 2025-05-03 2028-04-11 2032-03-05,5/3/2025,3/5/32,186.771,6.83778234,0.18500001,[-1.7672569751739502 15.670659065246582 0.4820249378681183],15.777,-69.0016887
367 , 2025-05-03 2028-04-11 2032-03-05,5/3/2025,3/5/32,186.771,6.83778234,0.18500001,[-1.7672569751739502 15.670659065246582 0.4820249378681183],15.777,-69.0016887
367 , 2025-05-03 2028-04-15 2032-02-29,5/3/2025,2/29/32,199.729,6.82409309,0.035,[-1.7749933004379272 15.761087417602539 0.4849487841129303],15.868,-69.0093073
367 , 2025-05-03 2028-04-15 2032-02-29,5/3/2025,2/29/32,199.729,6.82409309,0.035,[-1.7749933004379272 15.761087417602539 0.4849487841129303],15.868,-69.0093073
367 , 2025-05-03 2028-04-23 2032-03-20,5/3/2025,3/20/32,186.911,6.8788501,0.18500001,[-1.7685071229934692 15.582245826721191 0.48137199878692627],15.69,-68.9620543
367 , 2025-05-03 2028-04-23 2032-03-20,5/3/2025,3/20/32,186.911,6.8788501,0.18500001,[-1.7685071229934692 15.582245826721191 0.48137199878692627],15.69,-68.9620543
367 , 2025-05-03 2028-05-09 2032-05-04,5/3/2025,5/4/32,187.517,7.00205339,0.18500001,[-1.751258373260498 15.176370620727539 0.4725792109966278],15.284,-68.8601998
367 , 2025-05-03 2028-05-09 2032-05-04,5/3/2025,5/4/32,187.517,7.00205339,0.18500001,[-1.751258373260498 15.176370620727539 0.4725792109966278],15.284,-68.8601998
367 , 2025-05-03 2028-05-13 2032-04-29,5/3/2025,4/29/32,202.86,6.98836413,0.035,[-1.7588987350463867 15.262199401855469 0.47557002305984497],15.371,-68.8671234
367 , 2025-05-03 2028-05-13 2032-04-29,5/3/2025,4/29/32,202.86,6.98836413,0.035,[-1.7588987350463867 15.262199401855469 0.47557002305984497],15.371,-68.8671234
367 , 2025-05-03 2028-05-25 2032-05-29,5/3/2025,5/29/32,188.65,7.07049966,0.18500001,[-1.7476294040679932 15.007074356079102 0.4700949192047119],15.116,-68.802102
367 , 2025-05-03 2028-05-25 2032-05-29,5/3/2025,5/29/32,188.65,7.07049966,0.18500001,[-1.7476294040679932 15.007074356079102 0.4700949192047119],15.116,-68.802102
367 , 2025-05-03 2028-06-02 2032-06-13,5/3/2025,6/13/32,206.479,7.11156742,0.035,[-1.7436976432800293 14.895633697509766 0.46806252002716064],15.005,-68.7690341
367 , 2025-05-03 2028-06-02 2032-06-13,5/3/2025,6/13/32,206.479,7.11156742,0.035,[-1.7436976432800293 14.895633697509766 0.46806252002716064],15.005,-68.7690341
367 , 2025-05-03 2028-06-10 2032-06-28,5/3/2025,6/28/32,208.306,7.15263518,0.035,[-1.7397494316101074 14.785338401794434 0.46603235602378845],14.895,-68.7360409
367 , 2025-05-03 2028-06-10 2032-06-28,5/3/2025,6/28/32,190.378,7.15263518,0.18500001,[-1.7397494316101074 14.785338401794434 0.46603235602378845],14.895,-68.7360409
367 , 2025-05-03 2028-06-10 2032-06-28,5/3/2025,6/28/32,208.306,7.15263518,0.035,[-1.7397494316101074 14.785338401794434 0.46603235602378845],14.895,-68.7360409
367 , 2025-05-03 2028-06-10 2032-06-28,5/3/2025,6/28/32,190.378,7.15263518,0.18500001,[-1.7397494316101074 14.785338401794434 0.46603235602378845],14.895,-68.7360409
367 , 2025-05-03 2028-06-14 2032-07-13,5/3/2025,7/13/32,190.913,7.19370294,0.18500001,[-1.732374668121338 14.649401664733887 0.4626387357711792],14.759,-68.7048701
367 , 2025-05-03 2028-06-14 2032-07-13,5/3/2025,7/13/32,190.913,7.19370294,0.18500001,[-1.732374668121338 14.649401664733887 0.4626387357711792],14.759,-68.7048701
367 , 2025-05-03 2028-06-18 2032-07-18,5/3/2025,7/18/32,210.374,7.2073922,0.035,[-1.7318205833435059 14.622221946716309 0.4627838730812073],14.732,-68.6939574
367 , 2025-05-03 2028-06-18 2032-07-18,5/3/2025,7/18/32,210.374,7.2073922,0.035,[-1.7318205833435059 14.622221946716309 0.4627838730812073],14.732,-68.6939574
367 , 2025-05-03 2028-06-30 2032-08-17,5/3/2025,8/17/32,193.514,7.28952772,0.18500001,[-1.7195674180984497 14.382316589355469 0.4574391841888428],14.492,-68.6334069
367 , 2025-05-03 2028-06-30 2032-08-17,5/3/2025,8/17/32,193.514,7.28952772,0.18500001,[-1.7195674180984497 14.382316589355469 0.4574391841888428],14.492,-68.6334069
367 , 2025-05-03 2028-07-12 2032-08-27,5/3/2025,8/27/32,218.259,7.31690623,0.035,[-1.7214126586914062 14.354896545410156 0.4578874707221985],14.465,-68.6130913
367 , 2025-05-03 2028-07-12 2032-08-27,5/3/2025,8/27/32,196.006,7.31690623,0.18500001,[-1.7214126586914062 14.354896545410156 0.4578874707221985],14.465,-68.6130913
367 , 2025-05-03 2028-07-12 2032-08-27,5/3/2025,8/27/32,218.259,7.31690623,0.035,[-1.7214126586914062 14.354896545410156 0.4578874707221985],14.465,-68.6130913
367 , 2025-05-03 2028-07-12 2032-08-27,5/3/2025,8/27/32,196.006,7.31690623,0.18500001,[-1.7214126586914062 14.354896545410156 0.4578874707221985],14.465,-68.6130913
367 , 2025-05-03 2028-07-16 2032-09-16,5/3/2025,9/16/32,219.853,7.37166324,0.035,[-1.709549903869629 14.173087120056152 0.45351964235305786],14.283,-68.5752121
367 , 2025-05-03 2028-07-16 2032-09-16,5/3/2025,9/16/32,219.853,7.37166324,0.035,[-1.709549903869629 14.173087120056152 0.45351964235305786],14.283,-68.5752121
367 , 2025-05-03 2028-07-16 2032-09-21,5/3/2025,9/21/32,196.951,7.3853525,0.18500001,[-1.7064307928085327 14.12206745147705 0.45197588205337524],14.232,-68.5642333
367 , 2025-05-03 2028-07-16 2032-09-21,5/3/2025,9/21/32,196.951,7.3853525,0.18500001,[-1.7064307928085327 14.12206745147705 0.45197588205337524],14.232,-68.5642333
367 , 2025-05-03 2028-08-17 2032-11-30,5/3/2025,11/30/32,207.052,7.57700205,0.18500001,[-1.6770402193069458 13.621094703674316 0.4418327510356903],13.731,-68.4381055
367 , 2025-05-03 2028-08-17 2032-11-30,5/3/2025,11/30/32,207.052,7.57700205,0.18500001,[-1.6770402193069458 13.621094703674316 0.4418327510356903],13.731,-68.4381055
367 , 2025-05-03 2028-09-02 2033-01-04,5/3/2025,1/4/33,214.234,7.67282683,0.18500001,[-1.6612943410873413 13.380035400390625 0.43680328130722046],13.49,-68.3803727
367 , 2025-05-03 2028-09-02 2033-01-04,5/3/2025,1/4/33,214.234,7.67282683,0.18500001,[-1.6612943410873413 13.380035400390625 0.43680328130722046],13.49,-68.3803727
367 , 2025-05-03 2028-09-10 2033-01-19,5/3/2025,1/19/33,218.518,7.71389459,0.18500001,[-1.6548305749893188 13.284889221191406 0.4348246455192566],13.395,-68.3579411
367 , 2025-05-03 2028-09-10 2033-01-19,5/3/2025,1/19/33,218.518,7.71389459,0.18500001,[-1.6548305749893188 13.284889221191406 0.4348246455192566],13.395,-68.3579411
367 , 2025-05-03 2028-09-14 2033-01-29,5/3/2025,1/29/33,220.858,7.7412731,0.18500001,[-1.6498136520385742 13.214642524719238 0.4334007203578949],13.324,-68.3420348
367 , 2025-05-03 2028-09-14 2033-01-29,5/3/2025,1/29/33,220.858,7.7412731,0.18500001,[-1.6498136520385742 13.214642524719238 0.4334007203578949],13.324,-68.3420348
367 , 2025-05-06 2027-11-07 2031-03-16,5/6/2025,3/16/31,198.188,5.85763176,0.035,[-1.8154098987579346 19.233177185058594 0.5491586327552795],19.326,-69.9819013
367 , 2025-05-06 2027-11-07 2031-03-16,5/6/2025,3/16/31,198.188,5.85763176,0.035,[-1.8154098987579346 19.233177185058594 0.5491586327552795],19.326,-69.9819013
367 , 2025-05-06 2027-12-09 2031-05-25,5/6/2025,5/25/31,185.288,6.04928131,0.18500001,[-1.8166359663009644 18.455116271972656 0.5352955460548401],18.552,-69.7673216
367 , 2025-05-06 2027-12-09 2031-05-25,5/6/2025,5/25/31,185.288,6.04928131,0.18500001,[-1.8166359663009644 18.455116271972656 0.5352955460548401],18.552,-69.7673216
367 , 2025-05-06 2027-12-25 2031-06-29,5/6/2025,6/29/31,188.763,6.14510609,0.035,[-1.8150805234909058 18.08319854736328 0.528718888759613],18.182,-69.6640247
367 , 2025-05-06 2027-12-25 2031-06-29,5/6/2025,6/29/31,188.763,6.14510609,0.035,[-1.8150805234909058 18.08319854736328 0.528718888759613],18.182,-69.6640247
367 , 2025-05-06 2028-01-10 2031-08-03,5/6/2025,8/3/31,186.336,6.24093087,0.035,[-1.812806487083435 17.722183227539062 0.522071123123169],17.822,-69.5621307
367 , 2025-05-06 2028-01-10 2031-08-03,5/6/2025,8/3/31,179.675,6.24093087,0.18500001,[-1.812806487083435 17.722183227539062 0.522071123123169],17.822,-69.5621307
367 , 2025-05-06 2028-01-10 2031-08-03,5/6/2025,8/3/31,186.336,6.24093087,0.035,[-1.812806487083435 17.722183227539062 0.522071123123169],17.822,-69.5621307
367 , 2025-05-06 2028-01-10 2031-08-03,5/6/2025,8/3/31,179.675,6.24093087,0.18500001,[-1.812806487083435 17.722183227539062 0.522071123123169],17.822,-69.5621307
367 , 2025-05-06 2028-02-07 2031-10-02,5/6/2025,10/2/31,182.894,6.40520192,0.035,[-1.8064154386520386 17.132492065429688 0.5111192464828491],17.235,-69.3943674
367 , 2025-05-06 2028-02-07 2031-10-02,5/6/2025,10/2/31,175.732,6.40520192,0.18500001,[-1.8064154386520386 17.132492065429688 0.5111192464828491],17.235,-69.3943674
367 , 2025-05-06 2028-02-07 2031-10-02,5/6/2025,10/2/31,182.894,6.40520192,0.035,[-1.8064154386520386 17.132492065429688 0.5111192464828491],17.235,-69.3943674
